Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Cited by,DOI,Link,Document Type,Publication Stage,Access Type,Source,EID
[No author name available],The Handbook of Research on Comparative Human-Resource Management,2013,Human Resource Management International Digest,21,2,,106,109,,10.1108/hrmid.2013.04421baa.010,https://www.scopus.com/inward/record.url?eid=2-s2.0-85003053472&partnerID=40&md5=bb7d3d618c0cd68b2404056b7c09837b,Article,Final,,Scopus,2-s2.0-85003053472
[No author name available],Human-Resource Management in a Global Context: A Critical Approach,2013,Human Resource Management International Digest,21,2,,110,115,,10.1108/hrmid.2013.04421baa.011,https://www.scopus.com/inward/record.url?eid=2-s2.0-85003052264&partnerID=40&md5=cda01760e18147fce3cd649783392b17,Article,Final,,Scopus,2-s2.0-85003052264
"Liu, T., Xie, P.",Research on dynamic implementation of green human resources management,2013,Lecture Notes in Electrical Engineering,209 LNEE,,,83,91,2,10.1007/978-1-4471-4805-0_11,https://www.scopus.com/inward/record.url?eid=2-s2.0-84874421466&partnerID=40&md5=9e36b46259859d3046987675547d1767,Conference Paper,Final,,Scopus,2-s2.0-84874421466
"Zhou, Y., Hong, Y., Liu, J.",Internal Commitment or External Collaboration? The Impact of Human Resource Management Systems on Firm Innovation and Performance,2013,Human Resource Management,52,2,,263,288,64,10.1002/hrm.21527,https://www.scopus.com/inward/record.url?eid=2-s2.0-84875585937&partnerID=40&md5=06515ea84ff2a3ad7680f80fb19766c2,Article,Final,,Scopus,2-s2.0-84875585937
"Allen, M.R., Ericksen, J., Collins, C.J.","Human Resource Management, Employee Exchange Relationships, and Performance in Small Businesses",2013,Human Resource Management,52,2,,153,173,37,10.1002/hrm.21523,https://www.scopus.com/inward/record.url?eid=2-s2.0-84875578856&partnerID=40&md5=6412a7d22d5eb4b9891c1fed40809602,Article,Final,,Scopus,2-s2.0-84875578856
"Longenecker, C.O., Fink, L.S.",Creating human-resource management value in the twenty-first century: Seven steps to strategic HR,2013,Human Resource Management International Digest,21,2,,29,32,4,10.1108/09670731311306814,https://www.scopus.com/inward/record.url?eid=2-s2.0-84874813940&partnerID=40&md5=1e282aa613256d0123bdfb15009e82ee,Article,Final,,Scopus,2-s2.0-84874813940
"White, M., Bryson, A.",Positive employee attitudes: How much human resource management do you need?,2013,Human Relations,66,3,,385,406,42,10.1177/0018726712465096,https://www.scopus.com/inward/record.url?eid=2-s2.0-84874631271&partnerID=40&md5=5f55cc2a7a16d4aceca170475d32c957,Article,Final,,Scopus,2-s2.0-84874631271
"Coccia, M., Rolfo, S.",Human Resource Management and Organizational Behavior of Public Research Institutions,2013,International Journal of Public Administration,36,4,,256,268,16,10.1080/01900692.2012.756889,https://www.scopus.com/inward/record.url?eid=2-s2.0-84874453655&partnerID=40&md5=cad3b0379cf7badad19e4930ce37343d,Article,Final,,Scopus,2-s2.0-84874453655
"Messersmith, J.G., Wales, W.J.",Entrepreneurial orientation and performance in young firms: The role of human resource management,2013,International Small Business Journal,31,2,,115,136,89,10.1177/0266242611416141,https://www.scopus.com/inward/record.url?eid=2-s2.0-84874445781&partnerID=40&md5=3666ca745e91fd070fcca5aaf252f66f,Article,Final,,Scopus,2-s2.0-84874445781
"Kim, Y., Bae, J., Yu, G.-C.",Patterns and determinants of human resource management change in Korean venture firms after the financial crisis,2013,International Journal of Human Resource Management,24,5,,1006,1028,9,10.1080/09585192.2012.743473,https://www.scopus.com/inward/record.url?eid=2-s2.0-84873697874&partnerID=40&md5=c1110d1db1075f4584274a2ebd8aa87a,Article,Final,,Scopus,2-s2.0-84873697874
"Huang, J., Kim, H.J.",Conceptualizing structural ambidexterity into the innovation of human resource management architecture: The case of LG Electronics,2013,International Journal of Human Resource Management,24,5,,922,943,24,10.1080/09585192.2012.743471,https://www.scopus.com/inward/record.url?eid=2-s2.0-84873693428&partnerID=40&md5=e0929240fc81541a0f879712197dc2df,Article,Final,,Scopus,2-s2.0-84873693428
"Tung, R.L., Paik, Y., Bae, J.",Korean human resource management in the global context,2013,International Journal of Human Resource Management,24,5,,905,921,17,10.1080/09585192.2012.755818,https://www.scopus.com/inward/record.url?eid=2-s2.0-84873653755&partnerID=40&md5=8e49c72ae621af9d22b28c4e080c1880,Article,Final,,Scopus,2-s2.0-84873653755
"Marler, J.H., Fisher, S.L.",An evidence-based review of e-HRM and strategic human resource management,2013,Human Resource Management Review,23,1,,18,36,80,10.1016/j.hrmr.2012.06.002,https://www.scopus.com/inward/record.url?eid=2-s2.0-84871936605&partnerID=40&md5=5174cba978726bbf07333fbfe01a5958,Review,Final,,Scopus,2-s2.0-84871936605
"Hoch, J.E., Dulebohn, J.H.",Shared leadership in enterprise resource planning and human resource management system implementation,2013,Human Resource Management Review,23,1,,114,125,57,10.1016/j.hrmr.2012.06.007,https://www.scopus.com/inward/record.url?eid=2-s2.0-84871935083&partnerID=40&md5=766f7c1c3315c988afcaea1afc0144cc,Article,Final,,Scopus,2-s2.0-84871935083
"Stone, D.L., Dulebohn, J.H.",Emerging issues in theory and research on electronic human resource management (eHRM),2013,Human Resource Management Review,23,1,,1,5,47,10.1016/j.hrmr.2012.06.001,https://www.scopus.com/inward/record.url?eid=2-s2.0-84871932691&partnerID=40&md5=8c377f145a302f08105c79519bad7cc3,Editorial,Final,,Scopus,2-s2.0-84871932691
"Serbanescu, L., Radulescu, M.",The financial related analysis on sales management and human resources by means of BI type solutions,2013,"Business Innovation, Development, and Advancement in the Digital Economy",,,,12,34,1,10.4018/978-1-4666-2934-9.ch002,https://www.scopus.com/inward/record.url?eid=2-s2.0-84946399565&partnerID=40&md5=d01b0aefbc1a64e298ae7bf689dd6f17,Book Chapter,Final,,Scopus,2-s2.0-84946399565
"Yamamoto, H.",The relationship between employees' perceptions of human resource management and their retention: From the viewpoint of attitudes toward jobspecialties,2013,International Journal of Human Resource Management,24,4,,747,767,9,10.1080/09585192.2012.697478,https://www.scopus.com/inward/record.url?eid=2-s2.0-84874243125&partnerID=40&md5=66d2191df6c78888de1a555c796f2b9f,Article,Final,,Scopus,2-s2.0-84874243125
"Liu, Y., Perez, K.",Human resources management challenge for a foreign company doing business in the United States,2013,Journal of the International Academy for Case Studies,18,SI 1/2,,11,18,,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84874014752&partnerID=40&md5=2bac02998120cabac9004f8b7f1fa0b1,Article,Final,,Scopus,2-s2.0-84874014752
"Liu, Y., Perez, K.",Human resources management challenge for a foreign company doing business in the United States,2013,Journal of the International Academy for Case Studies,18,SI 1/2,,73,76,,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84874008486&partnerID=40&md5=3ad5a6af1d3440d46fa265e367a159eb,Note,Final,,Scopus,2-s2.0-84874008486
"Alcázar, F.M., Fernández, P.M.R., Gardey, G.S.",Workforce diversity in strategic human resource management models: A critical review of the literature and implications for future research,2013,Cross Cultural Management,20,1,,39,49,34,10.1108/13527601311296247,https://www.scopus.com/inward/record.url?eid=2-s2.0-84873361065&partnerID=40&md5=51d97b41ff7f88f1c25fdd1ebe8bd399,Review,Final,,Scopus,2-s2.0-84873361065
"Sackett, D.K., Cope, W.G., Rice, J.A., Aday, D.",The influence of fish length on tissue mercury dynamics: Implications for natural resource management and human health risk,2013,International Journal of Environmental Research and Public Health,10,2,,638,659,29,10.3390/ijerph10020638,https://www.scopus.com/inward/record.url?eid=2-s2.0-84874924958&partnerID=40&md5=dbcb1b8ceddd901ad54cd14cfe095858,Article,Final,Open Access,Scopus,2-s2.0-84874924958
"José López Montesinos, M.A.",Psychosocial study about the consequences of work in hospital nurses as human resource management | Estudo psicossocial das consequências do trabalho dos enfermeiros hospitalares como gestão de recursos humanos,2013,Revista Latino-Americana de Enfermagem,21,SPL,,61,70,6,10.1590/S0104-11692013000700009,https://www.scopus.com/inward/record.url?eid=2-s2.0-84874871625&partnerID=40&md5=518967f6019cfdd75382125ec17447b5,Article,Final,Open Access,Scopus,2-s2.0-84874871625
"Panagiotakopoulos, A.",Mina makes the most of human-resource management: Mini-market switches from competing on price to competing on service,2013,Human Resource Management International Digest,21,1,,26,27,1,10.1108/09670731311296474,https://www.scopus.com/inward/record.url?eid=2-s2.0-84873031116&partnerID=40&md5=6f0c77ec06d02ccc2c5b6fa4559bbe6d,Article,Final,,Scopus,2-s2.0-84873031116
"Sekiguchi, T.","Theoretical implications from the case of performance-based human resource management practices in Japan: Management fashion, institutionalization and strategic human resource management perspectives",2013,International Journal of Human Resource Management,24,3,,471,486,14,10.1080/09585192.2012.703414,https://www.scopus.com/inward/record.url?eid=2-s2.0-84870948607&partnerID=40&md5=77faf4c260649befc613935c9a51cbfa,Article,Final,,Scopus,2-s2.0-84870948607
"Johnson, K., Tashiro, J.",Interprofessional care and health care complexity: Factors shaping human resources effectiveness in health information management,2013,"User-Driven Healthcare: Concepts, Methodologies, Tools, and Applications",3,,,1273,1302,23,10.4018/978-1-4666-2770-3.ch064,https://www.scopus.com/inward/record.url?eid=2-s2.0-84944631250&partnerID=40&md5=bc0ecd2905a67df5bd1ff8d913975747,Book Chapter,Final,,Scopus,2-s2.0-84944631250
"Hassani, S.A., Mobaraki, H., Bayat, M., Mafimoradi, S.",Right place of human resource management in the reform of health sector,2013,Iranian Journal of Public Health,42,1,,56,62,6,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84879178197&partnerID=40&md5=e198f52c8007a32cd69670d6805473bd,Article,Final,,Scopus,2-s2.0-84879178197
"Cho, S.H., Song, J.H., Yun, S.C., Lee, C.K.",How the Organizational Learning Process Mediates the Impact of Strategic Human Resource Management Practices on Performance in Korean Organizations,2013,Performance Improvement Quarterly,25,4,,23,42,7,10.1002/piq.21127,https://www.scopus.com/inward/record.url?eid=2-s2.0-84872518415&partnerID=40&md5=f01660acd20702a1e344c149ad63abf5,Article,Final,,Scopus,2-s2.0-84872518415
"Minbaeva, D.B., Muratbekova-Touron, M.",Clanism: Definition and Implications for Human Resource Management,2013,Management International Review,53,1,,109,139,19,10.1007/s11575-012-0165-9,https://www.scopus.com/inward/record.url?eid=2-s2.0-84874549561&partnerID=40&md5=c5683fa3ba7a686fdc6966d6483bc1bb,Article,Final,,Scopus,2-s2.0-84874549561
"Oubaid, V., Jähne, J.","""Human resource management"": How do we find the right surgeons? | ""Human resource management"": Wie finden wir die geeignetsten ChirurgenInnen?",2013,Chirurg,84,1,,55,58,5,10.1007/s00104-012-2421-8,https://www.scopus.com/inward/record.url?eid=2-s2.0-84872665569&partnerID=40&md5=da265a114e5851bf77ca26dc527a95bb,Article,Final,,Scopus,2-s2.0-84872665569
"Stredwick, J.",An introduction to human resource management third edition,2013,An Introduction to Human Resource Management,,,,1,510,,10.4324/9780203759455,https://www.scopus.com/inward/record.url?eid=2-s2.0-85086561238&partnerID=40&md5=113a256cbd3f4ea3e6fa3f31c28dfd12,Book,Final,,Scopus,2-s2.0-85086561238
"Beechler, S., Bird, A.",The best of both worlds? Human resource management practices in US-based Japanese affiliates,2013,Japanese Multinationals: Strategies and Management in the Global Kaisha: Routledge Library Editions: International Business,,,,125,156,2,10.4324/9780203077252-19,https://www.scopus.com/inward/record.url?eid=2-s2.0-85086542761&partnerID=40&md5=634987a473311ad0f84c8a22f68f0d5b,Book Chapter,Final,,Scopus,2-s2.0-85086542761
"Beechler, S., Taylor, S.",The transfer of human resource management systems overseas: An exploratory study of Japanese and American maquiladoras,2013,Japanese Multinationals: Strategies and Management in the Global Kaisha: Routledge Library Editions: International Business,,,,157,185,5,10.4324/9780203077252-20,https://www.scopus.com/inward/record.url?eid=2-s2.0-85086531235&partnerID=40&md5=eb44c61db69bfaf98cbbf4e1311b1b46,Book Chapter,Final,,Scopus,2-s2.0-85086531235
"Pouransari, S., Al-Karaghouli, W., Khan, T.",Impact of human resource management information systems on the quality of appraisal performance process,2013,"Proceedings of the European, Mediterranean and Middle Eastern Conference on Information Systems, EMCIS 2013",,,,,,,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85084020631&partnerID=40&md5=7288782e7fb0937d6b8f65e7e24c381c,Conference Paper,Final,,Scopus,2-s2.0-85084020631
"Wang, X.",Founder group’s strategic human resources management,2013,Case Studies on Chinese Enterprises,,,,170,216,,10.4324/9780203809006-13,https://www.scopus.com/inward/record.url?eid=2-s2.0-85076276207&partnerID=40&md5=846cf4464572783c0c94ac9a0ef12ae4,Book Chapter,Final,,Scopus,2-s2.0-85076276207
"Alexandrou, A., Bartle, R., Holmes, R.",Human resource management in the British armed forces: Investing in the future,2013,Human Resource Management in the British Armed Forces: Investing in the Future,,,,1,175,,10.4324/9781315039954,https://www.scopus.com/inward/record.url?eid=2-s2.0-85076174810&partnerID=40&md5=57223333f3343c30591245e525a602b7,Book,Final,,Scopus,2-s2.0-85076174810
"Hirsch, T.W., Reid, W.H.",Principles of human resource management,2013,Handbook of Mental Health Administration and Management,,,,415,439,,10.4324/9780203782453-46,https://www.scopus.com/inward/record.url?eid=2-s2.0-85075672741&partnerID=40&md5=d5370779d4e6a4b7355318a01b0c5d66,Book Chapter,Final,,Scopus,2-s2.0-85075672741
"Kamoche, K.",Human resource management in Kenya,2013,Human Resource Management in Developing Countries,,,,209,221,13,10.4324/9780203464373-24,https://www.scopus.com/inward/record.url?eid=2-s2.0-85070654499&partnerID=40&md5=5dc2f9e0574344e30e8c93227a438dbb,Book Chapter,Final,,Scopus,2-s2.0-85070654499
"Mellahi, K., Wood, G.T.",Human resource management in Saudi Arabia,2013,Human Resource Management in Developing Countries,,,,137,151,10,10.4324/9780203464373-19,https://www.scopus.com/inward/record.url?eid=2-s2.0-85070647235&partnerID=40&md5=378ee533672f3a2e89fae71d4f25af1d,Book Chapter,Final,,Scopus,2-s2.0-85070647235
"Adhikari, D.R., Muller, M.",Human resource management in Nepal,2013,Human Resource Management in Developing Countries,,,,91,101,7,10.4324/9780203464373-16,https://www.scopus.com/inward/record.url?eid=2-s2.0-85070645080&partnerID=40&md5=7ad7825894786bf645df622b9e3fb0bf,Book Chapter,Final,,Scopus,2-s2.0-85070645080
"Taye, M.",Human resource management in Iran,2013,Human Resource Management in Developing Countries,,,,121,134,6,10.4324/9780203464373-18,https://www.scopus.com/inward/record.url?eid=2-s2.0-85070629953&partnerID=40&md5=b17f800ee2568e8094498675521f41e3,Book Chapter,Final,,Scopus,2-s2.0-85070629953
"Huang, T.-C.",Human resource management in Taiwan,2013,Human Resource Management in Developing Countries,,,,56,74,6,10.4324/9780203464373-14,https://www.scopus.com/inward/record.url?eid=2-s2.0-85070624737&partnerID=40&md5=c819e03d14dc16c04ff1a1059342b4ed,Book Chapter,Final,,Scopus,2-s2.0-85070624737
"Budhwar, P.S., Debrah, Y.A.",Human resource management in developing countries,2013,Human Resource Management in Developing Countries,,,,1,265,1,10.4324/9780203464373,https://www.scopus.com/inward/record.url?eid=2-s2.0-85070622104&partnerID=40&md5=121445237362aa1b52feeecad8561afd,Book,Final,,Scopus,2-s2.0-85070622104
